Id,Sentence,Explain,Created at,Updated at
1487,"优秀幸福的人是喜欢撒娇的，告诉别人自己这儿过得不好，那儿过得也不好。有些人当真的了，觉得别人天天是在宝马车中哭泣。
",,2019-04-18 02:50:23 UTC,2019-04-28 08:24:19 UTC
1486,"只有能力强会被当成纯技术人员;而光会社交拍马又会被认为没有真才实学;所以，要想在单位中脱颖而出，最重要的是有关系。
",,2019-04-18 02:50:23 UTC,2019-04-28 08:24:19 UTC
1485,"社会精英阶层一边啃着心灵鸡腿和心灵鸡胸，一边为我们送上了心灵鸡汤，说人生的价值并不在于你挣了多少钱和外在是否美。
",,2019-04-18 02:50:23 UTC,2019-04-28 08:24:19 UTC
1484,"“老师您好，请问像我这样的，没有背景的北大毕业生应该如何定位自己?”“社会底层群众中受教育程度最高的一批人。”
",,2019-04-18 02:50:23 UTC,2019-04-28 08:24:19 UTC
1483,"人生的自由和无限可能性都是错觉。每个人都被社会压力，亲近的人和自己束缚的死死的，每天做着自己一定会去做的事情。
",,2019-04-18 02:50:23 UTC,2019-04-28 08:24:19 UTC
1482,"我发现很多混得不好的人看得都很开。也不知道他们是因为看得透彻而不屑于世俗的成功，还是因为不成功而不得不看得开。
",,2019-04-18 02:50:23 UTC,2019-04-28 08:24:19 UTC
1481,"如果你每天干的活明显多于别人，但自己很高兴还感觉得到器重，那么与其说你很有才干，不如说你的领导很会管人。
",,2019-04-18 02:50:23 UTC,2019-04-28 08:24:19 UTC
1480,"如果外貌好能够获得他人的关注，又有钱能够支持各种娱乐活动，谁会愿意每天呆在家里打游戏，刷微博，看电视剧。
",,2019-04-18 02:50:23 UTC,2019-04-28 08:24:19 UTC
1479,"出身不好的限制也不光是平台问题。出身不好，说明你父母混的也不怎么样，也许你基因里就写着“不行”两个字。
",,2019-04-18 02:50:23 UTC,2019-04-28 08:24:18 UTC
1478,"坏女人爱男人的钱和权;好女人爱男人因有钱和有权儿产生的自信、宽大、精力充沛、乐观进取。还好，殊途同归。
",,2019-04-18 02:50:23 UTC,2019-04-28 08:24:18 UTC
1477,"错把放纵当潇洒，把颓废当自由，把逃避责任当做追求自我价值。不过是懒，怕吃苦，哪来那么多好听的理由。
",,2019-04-18 02:50:23 UTC,2019-04-28 08:24:18 UTC
1476,"很多人不断地规划自己的人生，每天压力很大。其实不管你怎么过。都会后悔的。想想你这前几十年就明白了。
",,2019-04-18 02:50:23 UTC,2019-04-28 08:24:18 UTC
1475,"总有一天，你会遇到一个好姑娘，她不要你的房，也不要你的车，不要钻石，更不要你的钱，当然她也不要你。
",,2019-04-18 02:50:23 UTC,2019-04-28 08:24:18 UTC
1474,"每天显得无聊或寂寞了，去找朋友一起吃饭和逛，只不过是为了满足自己与人交往的需求，算不上是社交。
",,2019-04-18 02:50:23 UTC,2019-04-28 08:24:18 UTC
1473,"直到三十岁才知道，和不同的人说不同的话，表现出不一样的态度，是一种非常可贵的能力，而不是虚伪。
",,2019-04-18 02:50:23 UTC,2019-04-28 08:24:18 UTC
1472,"只要你每天坚持自习，认真刻苦，态度端正，忍受孤独，最终的胜利肯定是属于那些考场上发挥好的人。
",,2019-04-18 02:50:23 UTC,2019-04-28 08:24:18 UTC
1471,"除了有钱人，世上还有两种人：其一是省吃俭用买奢侈品装逼的，其二是省吃俭用也买不起奢侈品的。
",,2019-04-18 02:50:23 UTC,2019-04-28 08:24:18 UTC
1470,"父母一直注重对我的品德教育。到了社会上，我按照父母教我的接人待物，却发现自己并不受人待见。
",,2019-04-18 02:50:23 UTC,2019-04-28 08:24:18 UTC
1469,"公主病的成因没别的，不是丑就是穷。“那有钱又漂亮脾气却不好的呢？”那本来就是公主，不叫病。
",,2019-04-18 02:50:23 UTC,2019-04-28 08:24:18 UTC
1468,"如果你知道一些事情有意思，但不能去做而失落，那还好;要是觉得什么都没意思，应该就是抑郁症。
",,2019-04-18 02:50:23 UTC,2019-04-28 08:24:18 UTC
1467,"普通人结婚的另一半其实并不欣赏自己，只不过找不到更好的人。他们真正欣赏喜欢的，另有其人。
",,2019-04-18 02:50:23 UTC,2019-04-28 08:24:18 UTC
1466,"有些人感慨：自己岁数不小了，还没有成熟起来。其实你们已经成熟起来了，你们成熟起来就这样。
",,2019-04-18 02:50:23 UTC,2019-04-28 08:24:18 UTC
1465,"“假如我又丑又穷又矮又笨，你还会爱我吗？”“别他妈假如了，你本来就又丑又穷又矮又笨。”
",,2019-04-18 02:50:23 UTC,2019-04-28 08:24:18 UTC
1464,"老板和领导很清楚哪些人能够得到晋升。对于那些不能的人，他们也会不断地鼓励和给她们希望。
",,2019-04-18 02:50:23 UTC,2019-04-28 08:24:18 UTC
1463,"秋天是收获的季节。别人的收获是成功与快乐，你的收获是认识到并不是每个人都会成功与快乐。
",,2019-04-18 02:50:23 UTC,2019-04-28 08:24:18 UTC
1462,"谁说女追男隔层网，除非那男的本来就对你有好感，不然隔的基本都是铁丝网，还是带电的那种。
",,2019-04-18 02:50:23 UTC,2019-04-28 08:24:18 UTC
1461,"一个姑娘的介绍：思想上的女流氓，生活中的好姑娘，然而给我的感觉是：心思活络的丑逼。
",,2019-04-18 02:50:23 UTC,2019-04-28 08:24:18 UTC
1460,"“不去努力然后告诉自己我根本就不想要”的痛苦，比“拼命努力后失败”的痛苦，要小得多。
",,2019-04-18 02:50:23 UTC,2019-04-28 08:24:18 UTC
1459,"从年初的一无所有，到年终的身无分文，不一样的烟火，我就是我，看着就窝火，一年白忙了。
",,2019-04-18 02:50:23 UTC,2019-04-28 08:24:18 UTC
1458,"其实找谁做女朋友都差不多，都是在不停地争吵。只不过一些人是和比较漂亮的女孩子在争吵。
",,2019-04-18 02:50:23 UTC,2019-04-28 08:24:18 UTC
1457,"所谓的女汉子，只不过是因为长得丑而已，但凡有些爷们气质的漂亮姑娘，都被称为女王大人。
",,2019-04-18 02:50:23 UTC,2019-04-28 08:24:18 UTC
1456,"大部分成功靠得既不是厚积薄发的努力，也不是戏剧化的机遇，而是早就定好的出身和天赋。
",,2019-04-18 02:50:23 UTC,2019-04-28 08:24:18 UTC
1455,"对女人强吻表白一般会有两种结果，一种是啪，一种是啪啪啪。这就是屌丝和高富帅的差距。
",,2019-04-18 02:50:23 UTC,2019-04-28 08:24:18 UTC
1454,"有人说世上百分之九十九的事都能用钱解决，但他们没告诉你剩下的百分之一需要更多的钱。
",,2019-04-18 02:50:23 UTC,2019-04-28 08:24:18 UTC
1453,"好多重要又紧迫的事情，先干哪一件都会感觉别的事情被耽误了。所以还是先上会儿网吧。
",,2019-04-18 02:50:23 UTC,2019-04-28 08:24:18 UTC
1452,"那些能够彼此帮忙托关系的友谊，比那些天天在一起就是扯淡吃喝旅游的友谊，要强得多。
",,2019-04-18 02:50:23 UTC,2019-04-28 08:24:18 UTC
1451,"你以为有了钱就会像你想象中那样快乐吗？不，你错了。有钱人的快乐，你根本想象不到。
",,2019-04-18 02:50:22 UTC,2019-04-28 08:24:18 UTC
1450,"有些事不是努力就可以改变的，五十块的人民币设计的再好看，也没有一百块的招人喜欢。
",,2019-04-18 02:50:22 UTC,2019-04-28 08:24:18 UTC
1449,"基因是你给的，成长环境是你给的，社会阶层是你给的——还有脸埋怨自己孩子没出息。
",,2019-04-18 02:50:22 UTC,2019-04-28 08:24:18 UTC
1448,"经过十年不断的努力和奋斗，我终于从一个懵懂无知的少年变成了一个懵懂无知的青年。
",,2019-04-18 02:50:22 UTC,2019-04-28 08:24:18 UTC
1447,"精神追求应当是物质追求得到满足后的自然反应。而不是在现实受挫后去寻求的安慰剂。
",,2019-04-18 02:50:22 UTC,2019-04-28 08:24:18 UTC
1446,"看了何以笙箫默，你以为赵默笙是傻白甜，可你别忘了人家和何以琛考得是同一所大学。
",,2019-04-18 02:50:22 UTC,2019-04-28 08:24:18 UTC
1445,"失恋的时候，许多年轻人以为整个世界都抛弃了自己，别傻了，世界根本就没需要过你。
",,2019-04-18 02:50:22 UTC,2019-04-28 08:24:18 UTC
1444,"一些人的情商比较低，没法扮演好自己的社会角色，只能一直以最真实的自己面对世界。
",,2019-04-18 02:50:22 UTC,2019-04-28 08:24:18 UTC
1443,"人生就是这样，有欢笑也有泪水。一部分人主要负责欢笑，另一部分人主要负责泪水。
",,2019-04-18 02:50:22 UTC,2019-04-28 08:24:18 UTC
1442,"谁说功夫不负有心人，路星河求了56次婚，都不及余淮的一句“耿耿，我来晚了！”
",,2019-04-18 02:50:22 UTC,2019-04-28 08:24:18 UTC
1441,"一些人追求卓越是因为他们天性如此，且能力出众。很多其他人却也喜欢跟着凑热闹。
",,2019-04-18 02:50:22 UTC,2019-04-28 08:24:17 UTC
1440,"长相不行的人，为人也未必好。只不过由于长久寂寞的折磨，有时会发疯似地对人好。
",,2019-04-18 02:50:22 UTC,2019-04-28 08:24:17 UTC
1439,"所有抱怨社会不公和制度的人翻译过来只有一句话：请给我金钱，女人和社会地位。
",,2019-04-18 02:50:22 UTC,2019-04-28 08:24:17 UTC
1438,"因为要占9.9的优惠，特地点了个49.9的不爱吃的菜，就像很多人的人生。
",,2019-04-18 02:50:22 UTC,2019-04-28 08:24:17 UTC
1437,"当你觉得自己又丑又穷，一无是处时，别绝望，因为至少你的判断还是对的。
",,2019-04-18 02:50:22 UTC,2019-04-28 08:24:17 UTC
1436,"“长的好看的女人都不靠谱。”“那不好看的呢？”“既不好看，又不靠谱。”
",,2019-04-18 02:50:22 UTC,2019-04-28 08:24:17 UTC
1435,"回首往事，是不是发现自己失去了很多，遗憾吧？放心，你以后会失去得更多。
",,2019-04-18 02:50:22 UTC,2019-04-28 08:24:17 UTC
1434,"假如今天生活欺骗了你，不要悲伤，不要哭泣，因为明天生活还会继续欺骗你。
",,2019-04-18 02:50:22 UTC,2019-04-28 08:24:17 UTC
1433,"那些人人羡慕的精英，其实过得并不如你想象的那样好。但肯定比你是强得多。
",,2019-04-18 02:50:22 UTC,2019-04-28 08:24:17 UTC
1432,"若你没厮守一生的决心，请不要爱上我这么一个人。写这首歌的人实在太恐怖。
",,2019-04-18 02:50:22 UTC,2019-04-28 08:24:17 UTC
1431,"我们所咒骂的那些品德败坏的人，其实不过是直接或间接地损害了我们的利益。
",,2019-04-18 02:50:22 UTC,2019-04-28 08:24:17 UTC
1430,"你每天都那么努力，忍受了那么多的寂寞和痛苦。可我也没见你有多优秀。
",,2019-04-18 02:50:22 UTC,2019-04-28 08:24:17 UTC
1429,"爱笑的姑娘运气都不会太差。——我不知道运气差的姑娘她是怎么笑的出来的！
",,2019-04-18 02:50:22 UTC,2019-04-28 08:24:17 UTC
1428,"不要抱怨你在十三亿人中还找不到一个对的人，选择题就四个，你也没对过。
",,2019-04-18 02:50:22 UTC,2019-04-28 08:24:17 UTC
1427,"我这张脸只要遮住两个地方就完美了！一处是右半边脸，另一处是左半边脸。
",,2019-04-18 02:50:22 UTC,2019-04-28 08:24:17 UTC
1426,"有的人穷的以为时候有钱会很快乐，等他真的有钱了，才发现有钱确实很快乐
",,2019-04-18 02:50:22 UTC,2019-04-28 08:24:17 UTC
1425,"“为什么我总是感觉自己特别普通?”
“可能是因为你确实比较普通吧。”
",,2019-04-18 02:50:22 UTC,2021-01-23 08:05:45 UTC
1424,"白雪公主的故事告诉我们，七个小屌丝对她再好也比不过高富帅的一个吻。
",,2019-04-18 02:50:22 UTC,2019-04-28 08:24:17 UTC
1423,"别说王子有多爱灰灰姑娘，TM的就隔了一个晚上就忘了啥样要靠水晶鞋。
",,2019-04-18 02:50:22 UTC,2019-04-28 08:24:17 UTC
1422,"岁月是把杀猪刀，是针对那些好看的人，它对长得丑的人一点办法都没有。
",,2019-04-18 02:50:22 UTC,2019-04-28 08:24:17 UTC
1421,"学术能力的缺乏并不意味着你就擅长混社会，说不定还不如在学校的表现。
",,2019-04-18 02:50:22 UTC,2019-04-28 08:24:17 UTC
1420,"三十岁之前，过的很苦逼，要啥没啥，三十岁之后，之后，你就习惯了。
",,2019-04-18 02:50:22 UTC,2019-04-28 08:24:17 UTC
1419,"有人问我如何在这个物质恒流的社会独善其身，我回答了一个字“穷”。
",,2019-04-18 02:50:22 UTC,2019-04-28 08:24:17 UTC
1418,"从前车马很慢，书信很远，一生只够爱一个人，但是可以纳很多妾啊！
",,2019-04-18 02:50:22 UTC,2019-04-28 08:24:17 UTC
1417,"对今天解决不了的事情，也不要着急。因为明天也可能还是解决不了。
",,2019-04-18 02:50:22 UTC,2019-04-28 08:24:17 UTC
1416,"很多时候别人对你好，并不是因为别人喜欢你，而是他喜欢对别人好。
",,2019-04-18 02:50:22 UTC,2019-04-28 08:24:17 UTC
1415,"你只看到有些人表面上风光无限，却不知道他们背地里，也顺风顺水
",,2019-04-18 02:50:22 UTC,2019-04-28 08:24:17 UTC
1414,"如果你很忙，除了你这真的很重要之外，更可能的原因是：你很弱。
",,2019-04-18 02:50:22 UTC,2019-04-28 08:24:17 UTC
1413,"我每天拼了命的努力就是为了向那些看不起我的人证明他们是对的。
",,2019-04-18 02:50:22 UTC,2019-04-28 08:24:17 UTC
1412,"别总自称单身狗了，按年龄你是单身鳖，按智商你是单身傻狍子。
",,2019-04-18 02:50:22 UTC,2019-04-28 08:24:17 UTC
1411,"丑小鸭变为白天鹅不是自己有多努力，而是它的父母就是白天鹅。
",,2019-04-18 02:50:22 UTC,2019-04-28 08:24:17 UTC
1410,"你不会真的以为你高中时候没有早恋是因为老师和家长禁止吧？！
",,2019-04-18 02:50:22 UTC,2019-04-28 08:24:17 UTC
1409,"你总嫌有些人懒，说得好像你勤快了就真能干出什么大事儿一样。
",,2019-04-18 02:50:22 UTC,2019-04-28 08:24:17 UTC
1408,"社会学家研究表明：难看和没钱的男人，并不比高帅富更加靠谱。
",,2019-04-18 02:50:22 UTC,2019-04-28 08:24:17 UTC
1407,"体重不过百，不是平胸就是矮，说的好像过百就是大好身材一样。
",,2019-04-18 02:50:22 UTC,2019-04-28 08:24:17 UTC
1406,"喜欢的人一定要去告白啊，不被拒绝一下你还真当自己是仙女了。
",,2019-04-18 02:50:22 UTC,2019-04-28 08:24:16 UTC
1405,"有些女生觉得说自己是吃货能显得可爱，其实并没有这样的效果。
",,2019-04-18 02:50:22 UTC,2019-04-28 08:24:16 UTC
1404,"爱笑的姑娘，总是比别人更容易长眼纹，干纹，细纹，鱼尾纹。
",,2019-04-18 02:50:22 UTC,2019-04-28 08:24:16 UTC
1403,"别动不动就把问题交给时间来证明，时间懒得理你这个烂摊子。
",,2019-04-18 02:50:22 UTC,2019-04-28 08:24:16 UTC
1402,"趁着年轻多出来走走看看，不然你都不会知道呆在家里有多爽。
",,2019-04-18 02:50:21 UTC,2019-04-28 08:24:16 UTC
1401,"出卖自己的灵魂和原则并不丢人，丢人的是没能卖一个好价钱。
",,2019-04-18 02:50:21 UTC,2019-04-28 08:24:16 UTC
1400,"你只看到别人化了妆这么好看，却不知道，她们卸了妆一样美丽
",,2019-04-18 02:50:21 UTC,2019-04-28 08:24:16 UTC
1399,"幸亏当事者迷，不然真的看清事实真相，很多人是承受不来的。
",,2019-04-18 02:50:21 UTC,2019-04-28 08:24:16 UTC
1398,"有些人表面上考试分数很高，却不知道他们在背地里也没少玩儿
",,2019-04-18 02:50:21 UTC,2019-04-28 08:24:16 UTC
1397,"女生有这样的梦想：某一天辛苦工作之后，在客户处认识一位优秀男人。他自信、Self-centered、成熟、幽默，又对人很caring。你们坠入爱河。他对你说：别工作了，我帮你开家咖啡馆吧!于是你的生活变了，每天在充满情调的咖啡馆里钻研咖啡甜点。你又开始相信爱情了。后来你发现男朋友开了十几家咖啡馆了。
",,2019-04-18 02:50:21 UTC,2019-04-28 08:24:16 UTC
1396,"26岁的他辞掉工作，和朋友建了支乐队，到各民办大学演出，反响平淡。30岁钱花完了，父亲得病要很多钱。“唱完这场就放弃，青春就到这里了。”甘肃七里河大学演唱会前，他留下眼泪说。一位女学生递上纸条：我喜欢你的歌，要坚持梦想。他把纸条攥紧决定坚持梦想。34岁，他欠了十几万的债，父亲也病逝了。
",,2019-04-18 02:50:21 UTC,2019-04-28 08:24:16 UTC
1395,"几年前BBS有女生写道：不知为什么，每次有丑男看我，我都感觉他很猥琐，特别反感;但帅哥看我就感觉很好。今日又看到有男生写：我发现我老是喜欢抢着给漂亮的女生帮忙，不自觉地就会问她需要什么;但每次丑女让我帮忙，我就感觉：你自己不会干吗?——一些很明显的实话说出来，显得格外可爱。
",,2019-04-18 02:50:21 UTC,2019-04-28 08:24:16 UTC
1394,"路上看到两个长得不好看也看起来很穷的男女热吻。我说两个物质生活质量很差的人，彼此相伴。朋友立刻反驳我：物质生活质量不行就不会幸福吗?他们如此相爱，比那些有钱又美但离婚的名人强多了!我说我根本没说他们不幸福呀，你努力反驳的，可能是你自己内心的声音吧。
",,2019-04-18 02:50:21 UTC,2019-04-28 08:24:16 UTC
1393,"三十岁时，大部分人都卡在初级职位上。现有的工作升不上去，又无法承担转行的时间成本，更来不及再去读书。父母开始多病;自己收入有限，也没有存款。更大的痛苦，是看到身边没有背景但努力又聪明的人已经小有成就，有背景的人已经开始过上贵族生活了。
",,2019-04-18 02:50:21 UTC,2019-04-28 08:24:16 UTC
1392,"“妈不是说你，你看你找那个对象，长得那么丑，话也说不明白，我要是和别人说这是我女婿我都觉得丢人”
“他家有十几个亿。”
“当然了，人也没必要活得那么虚荣，为什么非要在意别人的看法呢?更何况爱情本来就是盲目的，妈支持你!”
",,2019-04-18 02:50:21 UTC,2021-01-25 02:08:54 UTC
1391,"我有一些漂亮又受过教育的姐妹，本来有机会嫁给官富二代，但很多被那些长得不错、有名校高学历、刚毕业在知名外企工作、加班到很晚还健身的男生所吸引。觉得人家上进又有潜力。五六年后，她们悔得肠子都青了。
",,2019-04-18 02:50:21 UTC,2019-04-28 08:24:16 UTC
1390,"一场说走就走的旅行归来后，除了该做的事情被拖延的更久，什么也没有改变。不管你是骑车去西藏还是走路去远方，在路上只是一场自欺欺人的逃避，心灵的旅行才能带来真正的平静。只要此心安定，你不必去远方。
",,2019-04-18 02:50:21 UTC,2019-04-28 08:24:16 UTC
1389,"爱情开始时都差不多。但当两个人平淡到左手牵右手时，是加班挤地铁还房贷然后给他农村父母寄钱假期在屋里大眼瞪小眼，还是开小车朝九晚五住大房子周末采购装点自己的小家出国旅游，区别就非常大了。
",,2019-04-18 02:50:21 UTC,2019-04-28 08:24:16 UTC
1388,"以前每次看到网上的青年在微博校内大谈国事，我担心他们会干出些什么事情来。后来我发现他们还同时说着“明天一定要早起”，“这个假期要多看几本书”，“再也不能多吃了”，于是我放心了。
",,2019-04-18 02:50:21 UTC,2019-04-28 08:24:16 UTC
1387,"如果你是长得好看的话，在公车地铁上睡着了，头靠在旁边人的肩上，旁边的人会一直陪着你直到醒来。你要是长的丑的话，头一旦靠在旁边的人肩上，他会立即拍醒你，并温馨提醒你保管好财物。
",,2019-04-18 02:50:21 UTC,2019-04-28 08:24:16 UTC
1386,"我有位家境一般的朋友，一直觉得如果自己有钱一定会更幸福。后来他妈做婴幼教育发财了。快十年后我见他，问：现在你倒是有钱了，你真的幸福吗?他回答：爽翻啦!我默默地走开了。
",,2019-04-18 02:50:21 UTC,2019-04-28 08:24:16 UTC
1385,"常听到别人说：我希望他/她有什么话当面说，不要在别后中伤人。一些人信以为真，而实际上，我的实践证明，当面说别人坏话，别人会非常愤怒，难堪。所以中伤别人一定要在背后。
",,2019-04-18 02:50:21 UTC,2019-04-28 08:24:16 UTC
1384,"吹牛逼是一些人的天性。当对于一些话题自己乏善可陈时，就会搬弄外援：我有个朋友，拥有比你们更牛逼的经历。讲完后洋洋得意，潜台词是作为其朋友，自己肯定也不会差到哪去。
",,2019-04-18 02:50:21 UTC,2019-04-28 08:24:16 UTC
1383,"年轻时总是缺乏对自己的正确认识。时而觉得自己能力超群，海阔天空，时而觉得一无是处，平凡无能。长大后，经历得多了，逐渐认清自己，才发现自己原来是一无是处，平凡无能。
",,2019-04-18 02:50:21 UTC,2019-04-28 08:24:16 UTC
1382,"我的梦想就是一手拿着相机，一手拉着你，四处旅行。每天日落时的歇脚处都是我们的家。然后在三十多岁的时候还在初级职位上拿着微薄的薪水，和刚毕业的年轻人一起被呼来喝去。
",,2019-04-18 02:50:21 UTC,2019-04-28 08:24:16 UTC
1381,"从小，大人们老是喜欢问我们梦想是什么，我们说的梦想越大，他们就越开心。可当你长大了，真的为这个梦想奔波时，他们都说，没用的回来吧！找个稳定的工作，早点结婚生子！
",,2019-04-18 02:50:21 UTC,2019-04-28 08:24:16 UTC
1380,"优秀的女生在脆弱的时候(比如分手，工作不如意)，会需要比平时更多的关爱，于是会和更多的人交流。如果她在恢复正常后，回到了自己原来的圈子，不再理你，请你不要奇怪。
",,2019-04-18 02:50:21 UTC,2019-04-28 08:24:16 UTC
1379,"不上不下的长相，不上不下的家庭，不上不下的学校，不上不下的人生。你，就是那个长相一般，成绩中游，没有特长，连同学都记不住你名字的人，没有爱情，没有钱。
",,2019-04-18 02:50:21 UTC,2019-04-28 08:24:16 UTC
1378,"我问过很多女大学生这个问题：出国旅游和用名牌，真的这么重要吗?第一种回答是：不重要，但男朋友愿意而且能够给我买，很重要。第二种回答是：对啊，很重要啊!
",,2019-04-18 02:50:21 UTC,2019-04-28 08:24:16 UTC
1377,"我大学宿舍的一个女生，每天要花半个小时拌狗粮拿到外面去喂流浪狗。可她半个月才给家里打一次电话。她家是三线城市的工薪阶层。同学们都说她是爱心小天使。
",,2019-04-18 02:50:21 UTC,2019-04-28 08:24:16 UTC
1376,"很同情那些名校毕业生。这些人中的绝大多数，一生最大的成就就是高考的成功，一下超越了社会中的各种阶层，仿佛升到顶端。之后一辈子都在走下坡路。
",,2019-04-18 02:50:21 UTC,2019-04-28 08:24:16 UTC
1375,"小时候，我们都有各种各样的梦想。但随着年龄的增长，梦想离我们越来越远，有时候不是我不想努力，而是我渐渐发现，有些事不是你努力就可以达到的！
",,2019-04-18 02:50:21 UTC,2019-04-28 08:24:16 UTC
1374,"普通人一生的四个阶段：心比天高的无知快乐与希望——愧不如人后的奋斗与煎熬——毫无回报的愤懑与失望——坦然的平凡和颓废。你走到哪一步了?
",,2019-04-18 02:50:21 UTC,2019-04-28 08:24:16 UTC
1373,"小时候以为有钱人都很跋扈，心都是黑的。长大后才发现，很多有钱人都懂得很多，经历很丰富，做事儿很认真，为人很宽厚，理性，比穷人更好相处。
",,2019-04-18 02:50:21 UTC,2019-04-28 08:24:16 UTC
1372,"如果有人问我：那些艰难的岁月你是怎么熬过来的？我想我只有一句话回答：我有一种强大的精神力量支撑着我，这种力量名字叫“想死又不敢”。
",,2019-04-18 02:50:21 UTC,2019-04-28 08:24:16 UTC
1371,"陪你聊几天你就喜欢他，谈恋爱还没几个月就想过一辈子，交个朋友稍微对你好点就想来往一生，难怪你的怨气那么重、悲伤那么多，这都是天真的代价。
",,2019-04-18 02:50:21 UTC,2019-04-28 08:24:16 UTC
1370,"爱情多半是不成功的，要么苦于终成眷属的厌倦，要么苦于未能终成眷属的悲哀。
",,2019-04-18 02:50:21 UTC,2019-04-28 08:24:15 UTC
1369,"一个人如果没有梦想，那跟无忧无虑有什么区别呢？
",,2019-04-18 02:50:21 UTC,2019-04-28 08:24:15 UTC
1368,"有得到就有失去，有人得到了财富，但也失去了烦恼~~~~~~~~~
",,2019-04-18 02:50:21 UTC,2019-04-28 08:24:15 UTC
1367,"有些事情做不完就放到明天做吧，说不定运气好明天死了就不用做了。。。。
",,2019-04-18 02:50:21 UTC,2019-04-28 08:24:15 UTC
1366,"我无辣不欢，有你，无辣也行。
",,2019-04-18 02:50:21 UTC,2019-04-28 08:24:15 UTC
1365,"一见钟情都是见色起意，日久生情都是权衡利弊。
",,2019-04-18 02:50:21 UTC,2019-04-28 08:24:15 UTC
1364,"你以为只要练出蜜桃臀就有男生喜欢？
你以为有了人鱼线大胸肌漂亮妹子就会自己贴上来？
你以为身材好就能活得更开心？
我告诉你吧，这些都是真的,
可惜，你都没有。
",,2019-04-18 02:50:21 UTC,2019-04-28 08:24:15 UTC
1363,"当你认为自己又丑、又穷
身材差、还苦逼的时候
不要悲伤
不要怀疑
长这么大第一次你的判断100%准确
",,2019-04-18 02:50:21 UTC,2019-04-28 08:24:15 UTC
1362,"你不丑
只是没有别人那么帅而已
上帝怜悯你
还会给你一副纯天然无修饰的身材
不是臃肿不堪就是瘦骨嶙峋
避免让你看起来不协调
",,2019-04-18 02:50:21 UTC,2019-04-28 08:24:15 UTC
1361,"今天有事没去健身房，
其实真的不用太愧疚，
反正明天你一样不会去！
",,2019-04-18 02:50:21 UTC,2019-04-28 08:24:15 UTC
1360,"年轻人嘛，现在没钱算什么，以后没钱的日子还多着呢。 别减肥了，你丑不仅是因为胖。 所谓的女汉子，只不过是因为长得丑而已，但凡有些爷们气质的漂亮姑娘，都被称为女王大人。
",,2019-04-18 02:50:21 UTC,2019-04-28 08:24:15 UTC
1359,"不要年纪轻轻就觉得到了人生谷底，要相信自己还有很大的下降空间。
",,2019-04-18 02:50:21 UTC,2019-04-28 08:24:15 UTC
1358,"生活不只有眼前的苟且，还有远方的苟且。
",,2019-04-18 02:50:21 UTC,2019-04-28 08:24:15 UTC
1357,"若你的朋友每天生活都这么幸福，也就不会拍成照片发到朋友圈了。
",,2019-04-18 02:50:21 UTC,2019-04-28 08:24:15 UTC
1356,"比你优秀的人还在努力，那你努力有什么用
",,2019-04-18 02:50:21 UTC,2019-04-28 08:24:15 UTC
1355,"丑小鸭变成白天鹅，并不只是它有多努力，而是它的父母就是白天鹅。
",,2019-04-18 02:50:21 UTC,2019-04-28 08:24:15 UTC
1354,"别人打游戏就能网恋，你打游戏就只会给队友发问号。
",,2019-04-18 02:50:21 UTC,2019-04-28 08:24:15 UTC
1353,"过了很久之后的我才想明白，你一开始和我说的那句真的对不起，不过是飞机场广播里那种抱歉又延误了您航班的通知。你最后分别时说的非常谢谢你，只不过是三块一瓶红茶的盖子里那种谢谢你的参与罢了……
",,2019-04-18 02:50:20 UTC,2019-04-28 08:24:15 UTC
1352,"总嚷着要找个对象，却从不主动勾搭。没喜欢的人，也懒得接受别人的追求。倒也不是那么“宁缺毋滥”，却还是不肯委屈将就。有时感觉单身挺好的，又常常羡慕别人成双入对。这才是很多人单身狗的日常吧
",,2019-04-18 02:50:20 UTC,2019-04-28 08:24:15 UTC
1351,"人生就像不停在用的铅笔， 开始很尖， 但慢慢的就磨的圆滑了。 不过⋯ 太过圆滑了； 就差不多又该挨削了。
",,2019-04-18 02:50:20 UTC,2019-04-28 08:24:15 UTC
1350,"往事并没有如人们说的那样如烟，只是认真的人比较可怜。
",,2019-04-18 02:50:20 UTC,2019-04-28 08:24:15 UTC
1349,"50块钱再好看也没有100块招人喜欢
",,2019-04-18 02:50:20 UTC,2019-04-28 08:24:15 UTC
1348,"鱼和熊掌不可兼得 但单身和穷可以
",,2019-04-18 02:50:20 UTC,2019-04-28 08:24:15 UTC
1347,"你只知道有些人表面上风光无限 却不知道 他们在背地里也是顺风顺水呢
",,2019-04-18 02:50:20 UTC,2019-04-28 08:24:15 UTC
1346,"假如生活欺骗了你 不要悲伤 不要心急 你一定是在做梦 因为你根本没有生活
",,2019-04-18 02:50:20 UTC,2019-04-28 08:24:15 UTC
1345,"挺起胸膛让那些瞧不起你的人看看 你不仅穷，还丑
",,2019-04-18 02:50:20 UTC,2019-04-28 08:24:15 UTC
